GID,GEOM_O,IDENT,ADRESSE,CAMPGPS,CODEPOST,NATURE,IDMOUVT,IDSAE,LIGNEDES,LONGARR,DATECREA,DATEDEPL,DATEGEAR,DATEGEMO,DATEGEVO,MOBILIE1,MOBILIE2,MOBILIE3,MOBILIE4,NOMARRET,REFMOB1,REFMOB2,REFMOB3,REFMOB4,VILLE,ARSCOL,PRESCORB,CONFORT,NIVACPMR,PHOTO,ARTRAN,NIVSERV,RESEAU,CDATE,MDATE
2465,360,3053,face au 65 rue Blaise Pascal,20060726000000,33160,Sur chaussée classique,4,,Flexo 55 Résa/Lianes 3,20,20010101000000,20051209000000,19990827000000,20051209000000,,Abribus V4 non éclairé,,,,Village de Cerillan,23.31,,,,SAINT-MEDARD-EN-JALLES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180708
479,360,3054,69 rue Blaise Pascal,20040923000000,33160,Sur chaussée classique,4,,Flexo 55 Résa/Lianes 3,20,20010101000000,,19990827000000,20030901000000,,Poteau,,,,Village de Cerillan,,,,,SAINT-MEDARD-EN-JALLES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180640
1648,360,3056,avenue Blaise Pascal (devant la place d'Issac),20050928000000,33160,Hors chaussée intégral,4,,Flexo 55 Résa/Lianes 3,,,,19990827000000,20050718000000,,Abribus V1 éclairé,,,,Village d'Issac,23.08,,,,SAINT-MEDARD-EN-JALLES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180656
2074,360,3058,Face au 109 rue Blaise Pascal,20050928000000,33160,Sur chaussée classique,4,,Flexo 55 Résa/Lianes 3,,20010101000000,20050718000000,19990827000000,20050718000000,,Abribus V1 non éclairé,,,,Malterre,23.17,,,,SAINT-MEDARD-EN-JALLES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180704
1978,360,3059,route de Saint-Aubin,20100809000000,33160,Sur chaussée classique,4,,30/Corol 37/Flexo 55 Résa/Lianes 3,15,20010101000000,20060710000000,19990827000000,20060710000000,,Abribus V1 éclairé,,,,Mairie de St Médard,23.26,,,,SAINT-MEDARD-EN-JALLES,PUBLIC,,,,,,,BUS,20170830151000,20170830180700
15,360,3062,face au 8 rue Charles Capsec,19970725000000,33160,Sur chaussée classique,8,,30,,20010101000000,,20070705000000,,,Poteau,,,,Gadret,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175112
2380,360,3066,route de Saint Médard (devant le parking place des Anciens Combattants),20131104000000,33160,Sur chaussée norme access,4,,30/Corol 37/Flexo 55 Résa/Lianes 3,,20010101000000,20121107000000,20040703000000,20100222000000,20121107000000,Poteau,,,,Eglise de St Aubin,,,,,SAINT-AUBIN-DE-MEDOC,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180708
3861,360,3116,avenue Charles de Gaulle,20050929000000,33520,Hors chaussée intégral,4,,Citéis 72/Corol 35,,20010101000000,19981231000000,19991018000000,20050722000000,19980831000000,Abribus V1 éclairé,,,,Avenue de l'Europe,10.14,,,,BRUGES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180720
3846,360,3117,avenue de l'Europe (en face du square),20070926000000,33520,Sur chaussée classique,4,,Citéis 72/Corol 35,,20010101000000,19980831000000,19991018000000,20061011000000,19980831000000,Abribus V1 éclairé,,,,Avenue de l'Europe,10.39,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175140
3439,360,3118,24 rue du Réduit,20050929000000,33520,Sur chaussée classique,4,,73/Corol 35,,20010101000000,,19991018000000,20050722000000,,Abribus V1 non éclairé,,,,Rue du Réduit,10.19,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175136
3770,360,3121,44 avenue Jean-Jaures,20050929000000,33520,Sur chaussée classique,14,,Corol 35/Lianes 15,,20010101000000,20000924000000,19991018000000,20050712000000,,Abribus V1 non éclairé,,,,Rue des Ecoles,10.08,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175140
2428,360,3122,face au 114 avenue Jean Jaurès,20100726000000,33520,Hors chaussée semi-intégré,14,,Corol 33/Lianes 15,,20100222000000,20080509000000,20080509000000,20080509000000,20080509000000,Abribus V1 éclairé,,,,Cimetière Nord,10.22,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175132
2546,360,3124,8 avenue de Chavailles,20070927000000,33520,Sur chaussée classique,14,,Corol 33/Corol 35,,20010101000000,19980831000000,19991018000000,20061011000000,19980831000000,Abribus V1 éclairé,,,,URSSAF,10.37,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175132
3627,360,3125,rue Claudeville,20070927000000,33520,Sur chaussée classique,14,,Corol 33/Corol 35,,20010101000000,19980831000000,19991018000000,20070119000000,19980831000000,Abribus V1 éclairé,,,,Claudeville,10.38,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175140
509,360,312,avenue de Magudas,20080725000000,33185,Sur chaussée norme access,8,,71,,20010101000000,,20000918000000,20080331000000,20170327000000,Abribus V1 non éclairé,,,,La Morandière,16.32,,,,LE HAILLAN,,,,,,,,BUS,20170830151000,20170830175116
1720,360,3130,place de l'Eglise Saint-Augustin,20121015000000,33000,Sur chaussée classique,6,,Citéis 42/Lianes 11,,20010101000000,20121020000000,19991020000000,20050928000000,,Abribus V1 non éclairé,,,,Eglise St Augustin,7.192,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175124
59,360,3131,85 cours d'Ornano,19970711000000,33700,Sur chaussée classique,6,,Citéis 42/Lianes 11,,20010101000000,,19991020000000,,,Poteau,,,,La Grappe d'Or,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175112
603,360,3134,38 rue Paul Doumer,19970711000000,33700,Sur chaussée classique,6,,Lianes 11,,20010101000000,,19991020000000,,,Poteau,,,,Maréchal Gallieni,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175116
1502,360,3137,226 boulevard Albert 1er,20111007000000,33800,Hors chaussée intégral,4,,26,,20010101000000,,20080325000000,20060608000000,,Abribus V1 éclairé,,,,Curie,7.29,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175124
1370,360,3141,9 boulevard Albert 1er,20111012000000,33800,Sur chaussée norme access,6,,26/Citéis 43/Lianes 10,,20010101000000,20170722000000,20100222000000,20170722000000,20170722000000,Abribus V1,,,,Barrière de Toulouse (Bd Albert 1er),,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175120
586,360,3143,3 rue Chateaubriand,20100720000000,33600,Sur chaussée classique,4,,87/Citéis 44/Corol 35,,20100222000000,20100222000000,20000915000000,20100222000000,20100222000000,Poteau,,,,Cardinal,,,,,PESSAC,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180644
1675,360,3149,36 avenue du Peyrou,20111006000000,33370,Sur chaussée classique,6,,67/Citéis 63/Flexo 68 Résa,,20010101000000,19991005000000,20000426000000,20110628000000,20000101000000,Abribus V4,,,,Vendangeurs,3-34,,,,ARTIGUES-PRES-BORDEAUX,SCOLAIRE,OUI,OUI,,,,,BUS,20170830151000,20170830180656
3030,360,3153,rue Pierre Trébod,20131014000000,33300,Sur chaussée classique,8,,Citéis 46,,20130318000000,20130318000000,19990907000000,20130318000000,,Poteau,,,,Trébod,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
2107,360,3157,face 34 Avenue Louis Barthou,20060727000000,33200,Sur chaussée classique,4,,,,20010101000000,20051005000000,19990907000000,20140915000000,,Non matérialisé,,,,Poste de Caudéran,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171748
2733,360,3158,163 Avenue Louis Barthou,20060727000000,33200,Sur chaussée classique,4,,Citéis 41/Lianes 2,,20010101000000,20051013000000,19990907000000,20051013000000,,Abribus V4 éclairé,,,,Eglise de Caudéran,7.152,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175132
2734,360,3159,31 rue Stéhélin,20051007000000,33200,Sur chaussée classique,4,,Lianes 2,,20010101000000,20040527000000,19990907000000,20051005000000,20040527000000,Abribus V1 éclairé,,,,Stade Stéhélin,7.154,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175132
641,360,3161,32 Avenue Henri Barbusse,20111003000000,33700,Sur chaussée classique,4,,Lianes 2,,20010101000000,,19990907000000,20100222000000,,Poteau,,,,Martin,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175116
1528,360,3163,16 avenue Henri Barbusse,20111003000000,33700,Sur chaussée classique,4,,Lianes 2,,20010101000000,,20150831000000,20080925000000,,Abribus V2 non éclairé,,,,Barbusse,18.108,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175124
2332,360,3169,120 avenue Louis Barthou,20070927000000,33200,Sur chaussée classique,4,,Lianes 2,,20010101000000,20050630000000,19990907000000,20061108000000,,Abribus V1 non éclairé,,,,Eglise de Caudéran,7.151,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175128
