GID,GEOM_O,IDENT,ADRESSE,CAMPGPS,CODEPOST,NATURE,IDMOUVT,IDSAE,LIGNEDES,LONGARR,DATECREA,DATEDEPL,DATEGEAR,DATEGEMO,DATEGEVO,MOBILIE1,MOBILIE2,MOBILIE3,MOBILIE4,NOMARRET,REFMOB1,REFMOB2,REFMOB3,REFMOB4,VILLE,ARSCOL,PRESCORB,CONFORT,NIVACPMR,PHOTO,ARTRAN,NIVSERV,RESEAU,CDATE,MDATE
2912,360,5943,rue Jules Ladoumègue,20131011000000,33520,Sur chaussée classique,4,,29,,20100222000000,20100222000000,20100222000000,20130610000000,20100222000000,Abribus V1,,,,Forum des Associations,20-18,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175136
2915,360,5949,avenue René Antoune,20100726000000,33320,Sur chaussée classique,8,,Citéis 72,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Domaine du Pinsan,,,,,EYSINES,,,,,,,,BUS,20170830151000,20170830175136
2918,360,5983,rue de la Déportation 1939-1945 (CD 10),20131010000000,33810,Sur chaussée classique,8,,,,20100222000000,20130329000000,20100222000000,20130329000000,20100222000000,Poteau,,,,Bonnet,,,,,AMBES,,,,,,,,,20170830151000,20170830171900
2920,360,5985,rue François Villon,20100805000000,33310,Sur chaussée classique,8,,93/Corol 32/Spécifique 94/Spécifique 96,,20100222000000,20100222000000,20110328000000,20100222000000,20100222000000,Abribus V2,,,,Montaigne,17-06,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175136
2924,360,5989,avenue de Paris,20141014000000,33310,Hors chaussée intégral,8,,93/Spécifique 94/Spécifique 96,,20100222000000,20100222000000,20100122000000,20140428000000,20100222000000,Abribus V1- Ev2,,,,La Ramade,17-81,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175136
2927,360,6331,face au 12 chemin du Sourd,20100805000000,33560,Sur chaussée classique,8,,Spécifique 94/Spécifique 96,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Abribus V1,,,,Chemin du Sourd,11-68,,,,CARBON-BLANC,,,,,,,,BUS,20170830151000,20170830175136
2930,360,6335,rue Jean Prat,20100804000000,33440,Sur chaussée classique,8,,Flexo 49/Flexo 50 Résa,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Abribus V1,,,,Jean Prat,1-75,,,,AMBARES-ET-LAGRAVE,,,,,,,,BUS,20170830151000,20170830175136
2933,360,6339,avenue Pierre Barre,20100804000000,33440,Hors chaussée intégral,8,,Flexo 49/Flexo 50 Résa,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Abribus V1,,,,Collège Claude Massé,1.69,,,,AMBARES-ET-LAGRAVE,,,,,,,,BUS,20170830151000,20170830175136
2935,360,6351,face au 17 rue Boileau,20100727000000,33110,Hors chaussée semi-intégré,8,,Citéis 46,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,R.P.A Mieux Vivre,,,,,LE BOUSCAT,,,,,,,,BUS,20170830151000,20170830175136
2938,360,6382,1 quai Deschamps,20100806000000,33100,Sur chaussée classique,6,,,,20100222000000,20100222000000,20100308000000,20100222000000,20100222000000,Poteau,,,,Stalingrad,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171904
2940,360,6384,151/155 avenue Thiers,20100806000000,33100,Sur chaussée classique,6,,,,20100222000000,20100222000000,20100308000000,20100222000000,20100222000000,Poteau,,,,Thiers-Benauge,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171904
2942,360,5836,avenue de la Résistance (devant le Parc Relais),20111006000000,33310,Hors chaussée intégral,6,,Citéis 40,,,,20100222000000,,,Abribus V1 éclairé,,,,Lauriers,17.65,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175136
2943,360,5618,Terminus Gare Saint-Jean,,33800,Terminus Bus,6,,Lianes 9,,,,20100222000000,20100222000000,20100222000000,Non matérialisé,,,,Gare St Jean,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
2947,360,2058,2 rue Volta,20050927000000,33700,Sur chaussée classique,14,,,,20010101000000,,20000630000000,20051116000000,,Abribus V1 éclairé,,,,Gustave Eiffel,18.78,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171712
2948,360,2879,avenue de Magonty,20070918000000,33600,Sur chaussée classique,14,,23,,20010101000000,,19990823000000,20061004000000,,Abribus V1,,,,Les Bois de l'Alouette,20.108,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175136
2951,360,566,avenue du Mirail,20131016000000,33370,Sur chaussée classique,6,,64/Citéis 63/Flexo 51 Résa,,20010101000000,20040703000000,20000425000000,20040703000000,20040703000000,Poteau,,,,Mirail,,,,,ARTIGUES-PRES-BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
2952,360,1698,11 rue de Sabarèges,20050922000000,33440,Sur chaussée classique,8,,Flexo 49 Résa/Flexo 50 Résa/Spécifique 94/Spécifique 95,,20010101000000,20050829000000,20001020000000,20050829000000,20050829000000,Poteau,,,,Bois Vert,,,,,AMBARES-ET-LAGRAVE,,,,,,,,BUS,20170830151000,20170830175136
2953,360,2856,66 avenue du Pont de l'Orient,20070920000000,33600,Sur chaussée classique,6,,Citéis 44/Corol 34,,20010101000000,,19990901000000,20061114000000,,Abribus V2 non éclairé,,,,Les Menhirs,20.139,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175136
3366,360,3081,10A/12 avenue de la République,19970723000000,33185,Sur chaussée norme access,8,,30,,20010101000000,20170628000000,20130902000000,,20170628000000,Poteau,,,,Jean Jaurès,,,,,LE HAILLAN,,,,,,,,BUS,20170830151000,20170830175136
3367,360,107,1 allée des Pins,19970717000000,33270,Sur chaussée classique,6,,,,20010101000000,,20000128000000,,,Poteau,,,,Marronniers,,,,,BOULIAC,,,,,,,,,20170830151000,20170830171640
3368,360,6365,avenue du 11 Novembre,20121025000000,33290,Hors chaussée intégral,8,,22,,20100222000000,20100222000000,20100222000000,20120425000000,,Abribus V1,,,,Tujean,6.16,,,,BLANQUEFORT,,,,,,,,BUS,20170830151000,20170830175136
3370,360,3822,chemin de Galgon,20060801000000,33140,Sur chaussée classique,8,,,,20010101000000,20040703000000,20040703000000,20040703000000,20040703000000,Poteau,,,,Galgon,,,,,VILLENAVE-D'ORNON,SCOLAIRE,,,,,,,,20170830151000,20170830180652
3376,360,1889,route du Mayne (CD 10),19970819000000,33810,Sur chaussée classique,8,,93,,20010101000000,,20100222000000,,,Non matérialisé,,,,Fort Lajard,,,,,AMBES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180720
3378,360,1088,route du Burck,20010906000000,33810,Sur chaussée classique,8,,91/Flexo 50 Résa,,20010101000000,,20001020000000,,,Non matérialisé,,,,Le Marquis,,,,,AMBES,,,,,,,,BUS,20170830151000,20170830175136
3380,360,834,75 chemin Lafon,20131008000000,33160,Sur chaussée classique,8,,,,20130902000000,20130902000000,20130902000000,20140830000000,20130902000000,Non matérialisé,,,,Chemin Lafon,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,,20170830151000,20170830171936
3381,360,1653,162 rue David Johnston,20051013000000,33000,Sur chaussée classique,4,,Lianes 5 Nord,,20010101000000,,19990811000000,20051018000000,,Abribus V3 éclairé,,,,Labottière,7.284,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3382,360,1491,28 rue Emile Zola,19970716000000,33150,Sur chaussée classique,6,,,,20010101000000,,19991012000000,,,Poteau,,,,Emile Zola,,,,,CENON,,,,,,,,,20170830151000,20170830171652
3384,360,2898,17/19 avenue de la Libération - Charles de Gaulle,20041011000000,33110,Sur chaussée classique,4,,,,20010101000000,,19990902000000,,,Poteau,,,,Barrière du Médoc,,,,,LE BOUSCAT,,,,,,,,,20170830151000,20170830171740
3386,360,7921,roue de Léognan (square de l'allée des Pins),,33370,Sur chaussée classique,6,,Corol 36/Lianes 10,,20170206000000,20170206000000,20170206000000,20170206000000,20170206000000,Abribus V1,,,,Eglise de Gradignan,,,,,GRADIGNAN,,,,,,,,BUS,20170830151000,20170830175136
3390,360,7584,53/55 chemin de Couhins,,33140,Sur chaussée classique,8,,,,20150831000000,20150831000000,20150831000000,20160905000000,20150831000000,Non matérialisé,,,,Stade Trigan,,,,,VILLENAVE-D'ORNON,,,,,,,,,20170830151000,20170830171928
3391,360,2252,face au 235/241 rue de la Benauge,20141022000000,33100,Sur chaussée norme access,6,,80/Lianes 10,,20010101000000,20140701000000,19990715000000,20140701000000,20140701000000,Poteau,,,,Boulevard Trarieux,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3392,360,5100,4 rue des Quatre Castéra,20060719000000,33130,Sur chaussée classique,8,,,,20060213000000,20060213000000,20110709000000,20140901000000,20060213000000,Non matérialisé,,,,Eglise de Bègles,,,,,BEGLES,,,,,,,,,20170830151000,20170830171828
3394,360,7301,rue Alphonse Daudet,20141020000000,33700,Sur chaussée norme access,8,,,,20150126000000,20150126000000,20150126000000,20150126000000,20150126000000,Abribus V2,,,,Les Pins,18-2129,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171920
2768,360,2711,avenue des Pyrénées (en face du Supermarché),20040927000000,33140,Sur chaussée classique,14,,Lianes 15,,20010101000000,,20100222000000,20011121000000,,Poteau,,,,Château Pontac,,,,,VILLENAVE-D'ORNON,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180712
2769,360,1745,107 avenue de la Somme,19970721000000,33700,Sur chaussée norme access,8,,30,,20010101000000,,20000921000000,,20151029000000,Poteau,,,,Chemin Long,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175132
2771,360,74,chemin de Pauge,20060720000000,33140,Sur chaussée classique,8,,Corol 36,,20010101000000,20060104000000,19990818000000,20060104000000,,Abribus V1 non éclairé,,,,Rigaillou,27.42,,,,VILLENAVE-D'ORNON,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180712
2775,360,2838,face au 48 rue Pierre Baour,20051007000000,33300,Sur chaussée classique,8,,25/76,,20010101000000,19980831000000,20100222000000,20051007000000,19980831000000,Abribus V1 non éclairé,,,,Libre Service de Gros,7.86,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175132
2776,360,3500,face au 58 cours Marc Nouaux,20010905000000,33000,Voie protégée,4,,83/Lianes 2/Lianes 3/Spécifique 74,,20010101000000,20010807000000,20010807000000,20010807000000,20010807000000,Poteau,,,,Bel-Orme,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175132
2778,360,1092,34 avenue du Général de Gaulle,20060807000000,33290,Sur chaussée classique,4,,22/Corol 37/Flexo 57/Spécifique 78,,20010101000000,20060130000000,20000927000000,20060130000000,,Abribus V4,,,,Jean Moulin,6-2007,,,,BLANQUEFORT,PUBLIC,,,,,,,BUS,20170830151000,20170830180712
2781,360,4734,rue du Moulin d'Antoune,20080731000000,33370,Sur chaussée classique,6,,Citéis 40,,20050829000000,20050829000000,20050829000000,20080423000000,20050829000000,Abribus V1 éclairé,,,,La Cascade,3.29,,,,ARTIGUES-PRES-BORDEAUX,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180712
2782,360,904,face au 61 avenue Kennedy,20141014000000,33310,Hors chaussée intégral,6,,27/64/67/Flexo 68,,20010101000000,,20000426000000,20140428000000,,Abribus V1- Ev2,,,,Kennedy,17-80,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175132
2784,360,1149,23 route de Saint-Aubin,20110928000000,33160,Sur chaussée classique,4,,30/Corol 37/Flexo 55 Résa/Lianes 3,15,20010101000000,20040715000000,19990827000000,20060102000000,,Abribus V2 éclairé,,,,Proust,23-35,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175132
2787,360,824,14 avenue du Peyrou,19970718000000,33370,Sur chaussée classique,6,,67/Citéis 63/Flexo 68 Résa,,20010101000000,,20000426000000,20010101000000,,Poteau,Abribus autre,,,Les 4 Saisons,,,,,ARTIGUES-PRES-BORDEAUX,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180712
2789,360,2195,47Bis quai Elisabeth Dupeyron,20131010000000,33310,Sur chaussée norme access,6,,91/92/Citéis 40/Citéis 45 DPC/Flexo 50/Lianes 7,,20010101000000,20130318000000,20000201000000,20121205000000,20130318000000,Abribus V1,,,,Quai Dupeyron,17-78,,,,LORMONT,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180712
2790,360,1828,quai Alfred de Vial (côté impair),19970731000000,33530,Hors chaussée semi-intégré,8,,91,,20010101000000,,20001020000000,,,Poteau,,,,Quai de Vial (Everite),,,,,BASSENS,,,,,,,,BUS,20170830151000,20170830175132
2793,360,1031,face au 52 avenue de la Garonne,19970731000000,33440,Sur chaussée classique,8,,91,,20010101000000,,20001020000000,,,Poteau,,,,Ballet,,,,,SAINT-LOUIS-DE-MONTFERRAND,,,,,,,,BUS,20170830151000,20170830175132
2800,360,3034,41bis avenue Descartes,20141017000000,33160,Sur chaussée norme access,4,,Lianes 3,20,20010101000000,,19990827000000,20050718000000,20120101000000,Abribus V1 non éclairé,,,,Lamartine,23.03,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175132
2802,360,545,10 rue Arnaud Deniges,19970723000000,33160,Sur chaussée classique,4,,Flexo 55 Résa/Lianes 3,20,20010101000000,,19990827000000,,,Poteau,,,,Puyo,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175132
2804,360,3057,83 rue Blaise Pascal,20110928000000,33160,Sur chaussée norme access,4,,Flexo 55 Résa/Lianes 3,,20010101000000,20110615000000,19990827000000,,20110615000000,Poteau,,,,Village d'Issac,,,,,SAINT-MEDARD-EN-JALLES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180712
2347,360,5414,avenue de Laroque,20080801000000,33300,,11,,C,,20080227000000,20080227000000,20080227000000,20080227000000,,abribus tramway,,,,LES AUBIERS,,,,,BORDEAUX,,,,,,,,TRAM,20170830151000,20170830175128
2348,360,5433,Gare Saint-Jean (cour d'arrivée),20041014000000,33800,,11,,C,,20080227000000,20080227000000,20080227000000,20080227000000,,abribus tramway,,,,GARE SAINT-JEAN,,,,,BORDEAUX,,,,,,,,TRAM,20170830151000,20170830175128
2350,360,5439,boulevard Jean-Jacques Bosc,20080724000000,33130,,11,,C,,20080227000000,20080227000000,20080227000000,20150316000000,,abribus tramway,,,,TERRES NEUVES,,,,,BEGLES,,,,,,,,TRAM,20170830151000,20170830175128
2351,360,1172,face au 299/301 boulevard Jean Jacques Bosc,20080724000000,33800,Sur chaussée classique,6,,26/Lianes 11,20,20010101000000,,20080325000000,20080408000000,,Abribus V1 éclairé,,,,Terres Neuves,7.332,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175128
2355,360,5452,rue François Coli (devant Soboplac),20080725000000,33290,Sur chaussée classique,4,,29,,20080325000000,20080325000000,20100222000000,20080325000000,20080325000000,Poteau,,,,Ecoparc,,,,,BLANQUEFORT,,,,,,,,BUS,20170830151000,20170830175128
2359,360,6400,allée du Bois,20110927000000,33290,Sur chaussée classique,4,,Corol 37,,20100830000000,20100830000000,20100830000000,20120901000000,20100830000000,Poteau,,,,Parc des Jalles,,,,,BLANQUEFORT,,,,,,,,BUS,20170830151000,20170830175128
2360,360,5463,rue Jean Hameau,20090804000000,33300,Hors chaussée intégral,4,,,,20080325000000,20080901000000,20080325000000,20080902000000,20080901000000,Poteau,"Abribus ""mobile""",,,Lycée Beau de Rochas [Terminus],,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171840
2361,360,3007,face au 10 allée de Boutaut,20100727000000,33110,Hors chaussée intégral,4,,Citéis 45,,20010101000000,20100222000000,20120827000000,20080320000000,20100222000000,Abribus V1 éclairé,,,,Place Ravezies,9.41,,,,LE BOUSCAT,,,,,,,,BUS,20170830151000,20170830175128
2362,360,1219,rue du Professeur René Cruchet,20090804000000,33000,Sur chaussée classique,8,,25,,20010101000000,20080325000000,20120102000000,20081126000000,20080325000000,Abribus V1 éclairé,,,,Carsat,7.336,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175128
2363,360,5477,avenue de Laroque,20080801000000,33300,Terminus Bus,4,,,,20080325000000,20080325000000,20080325000000,20080225000000,20080325000000,Abribus V1 éclairé,,,,Les Aubiers,7.317,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171840
2364,360,5394,30/40 cours du Maréchal Foch,20080807000000,33000,,11,,C,,20071119000000,20071119000000,20071119000000,20071119000000,,abribus tramway,,,,JARDIN PUBLIC,,,,,BORDEAUX,,,,,,,,TRAM,20170830151000,20170830175128
3159,360,849,8 Avenue de Magudas,19990824000000,33700,Sur chaussée classique,8,,71,,20010101000000,19980828000000,20130902000000,,,Poteau,,,,Libération,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175136
3160,360,3164,73 avenue de Magudas,20080725000000,33700,Sur chaussée classique,8,,71,,20010101000000,,19990907000000,20070913000000,,Abribus V2 non éclairé,,,,Strélitzias,18.105,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175136
3165,360,7321,avenue Jean Mermoz,,33320,Sur chaussée classique,8,,30,,20150126000000,20150126000000,20150126000000,20151214000000,20150126000000,Poteau,,,,Le Haillan Rostand,,,,,EYSINES,,,,,,,,BUS,20170830151000,20170830175136
3166,360,1849,face au 2 rue Ausone,20060713000000,33560,Sur chaussée classique,8,,Lianes 7/Spécifique 96,,20010101000000,20151217000000,20001020000000,20040703000000,,Poteau,,,,Ausone,,,,,CARBON-BLANC,,,,,,,,BUS,20170830151000,20170830175136
3168,360,3017,8/10 rue du Maréchal Foch,20050920000000,33150,Hors chaussée intégral,6,,27,,20010101000000,20160108000000,19991012000000,20160108000000,,Poteau,,,,Maréchal Foch,,,,,CENON,,,,,,,,BUS,20170830151000,20170830175136
3173,360,112,rue Pierre Ramond,20110928000000,33160,Sur chaussée classique,8,,71/Flexo 55 Résa,,20010101000000,20050901000000,20150126000000,,,Poteau,,,,Cerema,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175136
3176,360,6435,avenue du Chut (devant Station Service du Supermarché Robinson),20111014000000,33700,Sur chaussée classique,6,,Corol 34,,20111010000000,20150106000000,20150126000000,20150107000000,20111010000000,Poteau,,,,Tassigny,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175136
3180,360,2692,431 route de Toulouse,20051020000000,33140,Sur chaussée classique,14,,Lianes 5 Sud,,20010101000000,,19990818000000,,,Poteau,,,,Maréchal Joffre,,,,,VILLENAVE-D'ORNON,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180716
3181,360,1269,route du Mayne (CD 10),19970731000000,33810,Sur chaussée classique,8,,93,,20010101000000,,20100222000000,20010101000000,,Poteau,,,,Fort Lajard,,,,,AMBES,PUBLIC,,,,,,,BUS,20170830151000,20170830180716
3183,360,80,3/5 rue Debussy,20010905000000,33140,Sur chaussée classique,8,,Corol 36,,20010101000000,19990830000000,20160829000000,20160829000000,19990830000000,Poteau,,,,Curie,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175136
3186,360,6336,avenue de la Grange Noire,20100723000000,33600,Hors chaussée intégral,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Grange Noire (Ateliers Municipaux),,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171904
3188,360,2742,124 rue de Pessac,19970804000000,33000,Sur chaussée classique,14,,Lianes 11,,20010101000000,,19990730000000,,,Poteau,,,,Strasbourg,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3190,360,325,"avenue de Magudas (station Tram ""Le Haillan Rostand"")",20141020000000,33185,Sur chaussée norme access,8,,30/71,,20010101000000,20150126000000,20150126000000,20150126000000,20150126000000,Abribus V1- Ev2,,,,Le Haillan Rostand,16-37,,,,LE HAILLAN,,,,,,,,BUS,20170830151000,20170830175136
3191,360,500,66 avenue de la Libération - Charles de Gaulle,19970728000000,33110,Sur chaussée classique,4,,,,20010101000000,,19990902000000,,,Poteau,,,,Courbet,,,,,LE BOUSCAT,,,,,,,,,20170830151000,20170830171828
3193,360,1139,65 rue Paulin,19970710000000,33000,Sur chaussée classique,4,,,,20010101000000,,20000504000000,,,Poteau,,,,Naujac,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171640
3194,360,674,109 rue Paulin,19970806000000,33000,Sur chaussée classique,4,,,,20010101000000,,20000504000000,,,Poteau,,,,Paulin,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171912
3195,360,537,5 rue Paulin,19970710000000,33000,Sur chaussée classique,4,,,,20010101000000,,20000504000000,,,Poteau,,,,Mondenard,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171840
3196,360,2494,face au 45 avenue du Maréchal Leclerc,20050923000000,33140,Hors chaussée intégral,14,,87/Lianes 5 Sud,,20010101000000,,19990818000000,20160509000000,,Poteau mobile,,,,Sarcignan,27.16,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175136
3201,360,691,face au 67 avenue d'Eysines,19970801000000,33200,Sur chaussée classique,14,,Lianes 5 Nord,,20010101000000,20170902000000,20170313000000,20170902000000,,Abribus V1,,,,Parc Bordelais,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3202,360,126,262/264 avenue d'Eysines,20110929000000,33200,Sur chaussée norme access,14,,Lianes 5 Nord,,20010101000000,20060117000000,19990811000000,20060117000000,20081201000000,Abribus V1 non éclairé,,,,Pins-Francs,7.40,,,,BORDEAUX,,OUI,OUI,,,,,BUS,20170830151000,20170830180716
3204,360,425,3 rue Pierre Curie,19970709000000,33600,Sur chaussée classique,14,,24,,20010101000000,,20070705000000,,,Poteau,,,,Curie,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175136
3206,360,3969,avenue de Magudas,20110928000000,33185,Sur chaussée norme access,8,,71,,20010101000000,20030428000000,20030428000000,20081025000000,20170513000000,Abribus V1 non éclairé,,,,Berles,16.33,,,,LE HAILLAN,,,,,,,,BUS,20170830151000,20170830175136
2956,360,6398,chemin de Gelès (face à l'entrée des Services Techniques),20141017000000,33320,Sur chaussée classique,8,,Spécifique 85,,20100830000000,20140502000000,20100830000000,20150610000000,20100830000000,Poteau,,,,Gelès,,,,,LE TAILLAN-MEDOC,,,,,,,,BUS,20170830151000,20170830175136
2960,360,865,231 avenue des Eyquems,20111003000000,33700,Sur chaussée norme access,4,,Corol 35,,20010101000000,20101217000000,20070705000000,20110217000000,20101217000000,Poteau,,,,Pierre Mendès France,,,,,MERIGNAC,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180648
2963,360,6421,face au 19/21 allées Haussmann,20131014000000,33300,Sur chaussée norme access,8,,Corol 32/Lianes 7,20,20110328000000,20110328000000,20110328000000,20130903000000,20110328000000,Abribus V1- Ev2,,,,Sousa Mendès,7-426,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
2965,360,6426,rue François Villon,20131011000000,33310,Sur chaussée norme access,8,,93/Corol 32/Spécifique 94/Spécifique 96,,20110328000000,20110328000000,20110328000000,20120123000000,20110328000000,Abribus V1,,,,Hautefort,17.74,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175136
2966,360,3827,1 route de Germignan,20141017000000,33160,Sur chaussée norme access,4,,Corol 37/Flexo 55 Résa/Lianes 3,,20040703000000,20160222000000,20140707000000,20160222000000,20140707000000,Abribus V1,,,,Eglise de St Aubin,21-04,,,,SAINT-AUBIN-DE-MEDOC,,,,,,,,BUS,20170830151000,20170830175136
2971,360,6461,avenue de la Marne,20110926000000,33700,Sur chaussée classique,14,,Citéis 42,,20110829000000,20110829000000,20110829000000,20110829000000,20110829000000,Abribus V1,,,,La Glacière,18.65,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175136
2974,360,6464,86/88 cours du Médoc,20131014000000,33300,Sur chaussée classique,4,,Citéis 45,,,,20110829000000,20130301000000,20110829000000,Poteau,,,,Cours St Louis,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
2976,360,6439,avenue du Château d'Eau (devant place du Belvédère),20131009000000,33700,Sur chaussée classique,4,,Corol 34/Lianes 16,,20110704000000,20110704000000,20150126000000,20130711000000,20110704000000,Poteau,,,,Centre des Impôts,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175136
2980,360,6583,49 boulevard Albert Brandenburg,20121024000000,33300,Sur chaussée classique,8,,,,20120102000000,20120102000000,20120102000000,20131202000000,20120102000000,Non matérialisé,,,,Brandenburg,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171908
2981,360,1059,face au 80 avenue Pasteur,20060725000000,33185,Hors chaussée intégral,4,,30/Lianes 3,25,20010101000000,20051117000000,19990827000000,20051117000000,,Abribus V1 non éclairé,,,,Bechade,16.09,,,,LE HAILLAN,,,,,,,,BUS,20170830151000,20170830175136
2983,360,2418,rue Jules Ferry (devant le Centre Commercial CASINO),20060727000000,33200,Sur chaussée classique,4,,Citéis 41/Lianes 16/Spécifique 74,,20010101000000,20051018000000,19990716000000,20051018000000,,Abribus V3 non éclairé,,,,Place Moscou,7-165,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
2984,360,139,face au 38 avenue de Noès,19990824000000,33600,Hors chaussée semi-intégré,8,,Citéis 44,,20010101000000,,19990901000000,,,Poteau,,,,André Eustache,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175136
2987,360,1102,171 cours de l'Yser,19970804000000,33000,Sur chaussée classique,14,,20,,20010101000000,,19991117000000,,,Poteau,,,,Kyrié,,,,,BORDEAUX,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180716
2988,360,525,85 chemin des Plateaux,20060718000000,33270,Sur chaussée classique,6,,28/Flexo 52,,20010101000000,20060320000000,20000128000000,20060320000000,,Abribus V2 éclairé,,,,Verts Coteaux,14.22,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175136
2989,360,1514,face au 23 avenue de l'Europe,20050922000000,33440,Hors chaussée intégral,8,,92/93/Flexo 50/Spécifique 94,,20010101000000,20040209000000,20001020000000,20050603000000,,Abribus V1,,,,Europe,1-2014,,,,AMBARES-ET-LAGRAVE,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180716
2991,360,5413,allées de Boutaut,20080801000000,33000,,11,,C,,20080227000000,20080227000000,20080227000000,20080227000000,,abribus tramway,,,,PLACE RAVEZIES - LE BOUSCAT,,,,,BORDEAUX,,,,,,,,TRAM,20170830151000,20170830175136
2993,360,953,avenue de l'Hippodrome,20090730000000,33170,Sur chaussée classique,8,,Corol 36,,20010101000000,20080821000000,20000915000000,20080821000000,20080821000000,ancien poteau,,,,Bersol,,,,,GRADIGNAN,,,,,,,,BUS,20170830151000,20170830175136
3000,360,3280," 108, Quai de Paludate",20080724000000,33800,Sur chaussée classique,6,,58,,20010101000000,19980831000000,19990705000000,20070710000000,19980831000000,Poteau,,,,Marché de Brienne,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175136
3002,360,3271,avenue de l'Eglise Romane (côté pair),20060717000000,33370,Sur chaussée classique,6,,27/Flexo 51 Résa,,20010101000000,20051107000000,20000425000000,20051107000000,20051107000000,Abribus V1 non éclairé,,,,Nénuphars,3.22,,,,ARTIGUES-PRES-BORDEAUX,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180716
3004,360,1331,quai Alfred de Vial (côté pair),20060717000000,33530,Hors chaussée semi-intégré,8,,91,,20010101000000,,20001020000000,20060201000000,,Abribus V1,,,,Quai de Vial (Everite),4.15,,,,BASSENS,,,,,,,,BUS,20170830151000,20170830175136
